index;x;y;z
682;0.003128;0.201019;-0.823441
683;0.009445;0.114700;-0.809921
684;0.000366;0.195679;-0.780594
685;0.002991;0.197540;-0.825760
686;-0.001328;0.401703;-1.031815
687;-0.017136;0.541199;-1.084625
688;0.008652;0.584686;-1.137283
689;-0.006836;0.441666;-1.061096
690;-0.014496;0.278427;-0.813202
691;-0.042145;0.095947;-0.758026
692;-0.066284;0.274948;-0.874557
693;-0.033798;0.478912;-0.947083
694;0.026031;0.319000;-0.921616
695;0.014008;0.380768;-0.922241
696;-0.016953;0.498123;-1.011536
697;0.017899;0.601669;-1.061157
698;-0.008118;0.317200;-0.848175
699;-0.053665;0.216522;-0.867203
700;-0.049744;0.257736;-0.936752
701;-0.003235;0.413132;-0.945755
702;0.022766;0.321289;-0.924789
703;0.024612;0.250137;-0.884430
704;0.010254;0.245590;-0.943573
705;-0.011185;0.334930;-0.906799
706;0.017166;0.357498;-0.989258
707;0.041611;0.428253;-0.983688
708;0.031097;0.446518;-1.054504
709;0.018433;0.395279;-0.987534
710;0.003082;0.354004;-0.974228
711;-0.028351;0.203491;-0.897644
712;-0.039841;0.124619;-0.888672
713;-0.030258;0.097137;-0.908356
714;-0.017670;0.102264;-1.009262
715;0.010895;0.079025;-0.844101
716;0.003967;-0.004471;-0.898224
717;-0.021896;0.200592;-0.900284
718;-0.019409;0.373611;-1.127106
719;0.050354;0.594406;-1.218979
720;0.061890;0.366058;-1.183899
721;0.034744;0.328033;-1.042740
722;0.004257;0.285553;-1.007721
723;-0.008331;0.102951;-0.778320
724;-0.043427;-0.079788;-0.769852
725;-0.055450;-0.094040;-0.594559
726;-0.056839;0.017365;-0.868454
727;-0.031189;0.390457;-1.182755
728;0.034119;0.507370;-1.380188
729;0.080795;0.335861;-1.274811
730;0.035751;0.123352;-1.098755
731;-0.010864;0.098160;-0.971222
732;-0.022095;0.013107;-0.774445
733;-0.006058;-0.085800;-0.681564
734;0.023331;-0.030243;-0.767365
735;-0.007584;0.072983;-0.880188
736;0.005981;0.378281;-1.164459
737;0.034409;0.544922;-1.054352
738;0.062653;0.460556;-1.225311
739;0.030151;0.311722;-1.018539
740;0.012512;0.150864;-0.929688
741;0.001038;0.180557;-0.926010
742;0.011368;0.195145;-0.908768
743;0.011597;0.134216;-0.820389
744;-0.010422;0.116592;-0.778336
745;-0.049454;0.120605;-0.816956
746;-0.011017;0.269257;-0.860443
747;-0.026154;0.176575;-0.911743
748;0.021591;0.540619;-1.298050
749;0.035385;0.459335;-1.171005
750;0.054047;0.389191;-1.202698
751;0.037643;0.268677;-1.015976
752;0.042267;0.186249;-0.879791
753;0.049103;0.118713;-0.673065
754;0.009262;0.169846;-0.601822
755;0.000015;0.101074;-0.514099
756;0.000595;0.127167;-1.096573
